Name,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_log,EU_Sales_log,JP_Sales_log,Other_Sales_log,Global_Sales_log,Is_Japan_Hit
Tom Clancy's Ghost Recon 2: Summit Strike,4964,XB,2005,Shooter,Ubisoft,0.29,0.08,0.0,0.01,0.39,0.2546422183735807,0.07696104113612832,0.0,0.009950330853168083,0.3293037471426004,0
Final Fantasy Adventure,5035,GB,1991,Role-Playing,SquareSoft,0.0,0.0,0.38,0.0,0.38,0.0,0.0,0.32208349916911333,0.0,0.32208349916911333,0
F1 Race Stars,5344,PS3,2012,Racing,Codemasters,0.06,0.21,0.0,0.08,0.35,0.058268908123975775,0.1906203596086497,0.0,0.07696104113612832,0.30010459245033805,0
Disney Infinity,6042,3DS,2013,Action,Disney Interactive Studios,0.16,0.1,0.0,0.02,0.29,0.14842000511827327,0.09531017980432487,0.0,0.019802627296179712,0.2546422183735807,0
Q-Ball: Billiards Master,6266,PS2,2000,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,0.12221763272424921,0.09531017980432487,0.0,0.039220713153281295,0.23901690047049992,0
Gundam Battle Universe,6522,PSP,2008,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.23111172096338664,0.0,0.23111172096338664,0
Duke Nukem: Zero Hour,6526,N64,1999,Shooter,GT Interactive,0.21,0.05,0.0,0.0,0.26,0.1906203596086497,0.04879016416943201,0.0,0.0,0.23111172096338664,0
A. IV Evolution: A Ressha de Ikou 4,6643,PS,1994,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25,0.0,0.0,0.2151113796169455,0.019802627296179712,0.22314355131420976,0
NBA Jam Tournament Edition,6716,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25,0.1310282624064041,0.08617769624105233,0.0,0.019802627296179712,0.22314355131420976,0
Starsky & Hutch,6995,XB,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,0.15700374880966475,0.04879016416943201,0.0,0.009950330853168083,0.20701416938432615,0
Monster Hunter G,7006,PS2,2005,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.20701416938432615,0.0,0.20701416938432615,0
Cloudy With a Chance of Meatballs,7168,DS,2009,Platform,Ubisoft,0.2,0.01,0.0,0.02,0.22,0.18232155679395462,0.009950330853168083,0.0,0.019802627296179712,0.1988508587451652,0
The Legend of Heroes: Trails in the Sky First Chapter,7318,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21,0.09531017980432487,0.0295588022415444,0.058268908123975775,0.0295588022415444,0.1906203596086497,0
Transformers: Dark of the Moon,7329,3DS,2011,Action,Activision,0.16,0.04,0.0,0.02,0.21,0.14842000511827327,0.039220713153281295,0.0,0.019802627296179712,0.1906203596086497,0
Frogger 3D,7513,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2,0.14842000511827327,0.0295588022415444,0.0,0.009950330853168083,0.18232155679395462,0
One Piece: Unlimited Adventure,7943,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,0.06765864847381481,0.0,0.10436001532424277,0.009950330853168083,0.173953307123438,0
EyePet & Friends,7997,PS3,2011,Simulation,Sony Computer Entertainment,0.06,0.09,0.0,0.03,0.19,0.058268908123975775,0.08617769624105233,0.0,0.0295588022415444,0.173953307123438,0
The Walking Dead: Season One,8019,PSV,2013,Adventure,Square Enix,0.14,0.0,0.01,0.03,0.18,0.1310282624064041,0.0,0.009950330853168083,0.0295588022415444,0.16551443847757338,0
Aliens: Colonial Marines,8116,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,0.09531017980432487,0.058268908123975775,0.0,0.019802627296179712,0.16551443847757338,0
Chuck E. Cheese's Party Games,8141,DS,2010,Misc,UFO Interactive,0.17,0.0,0.0,0.01,0.18,0.15700374880966475,0.0,0.0,0.009950330853168083,0.16551443847757338,0
Digimon Story: Cyber Sleuth,8393,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.15700374880966475,0.0,0.15700374880966475,0
Winning Post 4,8892,PS,1999,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,0.0,0.0,0.1310282624064041,0.009950330853168083,0.13976194237515868,0
Adventure Time: Explore the Dungeon Because I Don't Know!,9010,3DS,2013,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,0.09531017980432487,0.0295588022415444,0.0,0.009950330853168083,0.1310282624064041,0
Rango: The Video Game,9205,Wii,2011,Action,Electronic Arts,0.08,0.04,0.0,0.01,0.14,0.07696104113612832,0.039220713153281295,0.0,0.009950330853168083,0.1310282624064041,0
Dora the Explorer: Dora Saves the Mermaids,9828,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,0.058268908123975775,0.04879016416943201,0.0,0.019802627296179712,0.11332868530700317,0
Vacation Sports,10104,Wii,2009,Sports,Ubisoft,0.1,0.01,0.0,0.01,0.11,0.09531017980432487,0.009950330853168083,0.0,0.009950330853168083,0.10436001532424277,0
To Heart 2: Dungeon Travelers,10137,PSP,2011,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.10436001532424277,0.0,0.10436001532424277,0
Hot Wheels Velocity X,10153,GC,2002,Racing,THQ,0.09,0.02,0.0,0.0,0.11,0.08617769624105233,0.019802627296179712,0.0,0.0,0.10436001532424277,0
Starsky & Hutch,10310,GC,2003,Racing,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,0.07696104113612832,0.019802627296179712,0.0,0.0,0.10436001532424277,0
Jikkyou Powerful Pro Yakyuu 10,10440,GC,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.09531017980432487,0.0,0.09531017980432487,0
Indigo Prophecy,10668,XB,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,0.06765864847381481,0.0295588022415444,0.0,0.0,0.09531017980432487,0
Import Tuner Challenge (American sales),10938,X360,2006,Racing,Ubisoft,0.07,0.01,0.0,0.01,0.09,0.06765864847381481,0.009950330853168083,0.0,0.009950330853168083,0.08617769624105233,0
Might & Magic Heroes VII,11214,PC,2015,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09,0.0,0.07696104113612832,0.0,0.0,0.08617769624105233,0
MLB Front Office Manager,11623,PS3,2009,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,0.06765864847381481,0.0,0.0,0.009950330853168083,0.07696104113612832,0
Majin Tensei,11672,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.07696104113612832,0.0,0.07696104113612832,0
Titanic Mystery,11699,DS,2010,Puzzle,PlayV,0.05,0.02,0.0,0.01,0.08,0.04879016416943201,0.019802627296179712,0.0,0.009950330853168083,0.07696104113612832,0
J Legend Retsuden,11899,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06765864847381481,0.0,0.06765864847381481,0
Reader Rabbit 1st Grade,12010,Wii,2010,Misc,Graffiti,0.07,0.0,0.0,0.0,0.07,0.06765864847381481,0.0,0.0,0.0,0.06765864847381481,0
My Dress-Up,12034,DS,2008,Misc,Oxygen Interactive,0.06,0.01,0.0,0.01,0.07,0.058268908123975775,0.009950330853168083,0.0,0.009950330853168083,0.06765864847381481,0
Freddi Fish: Kelp Seed Mystery,12148,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,0.058268908123975775,0.0,0.0,0.0,0.06765864847381481,0
S.T.A.L.K.E.R.: Shadow of Chernobyl,12624,PC,2007,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,0.009950330853168083,0.039220713153281295,0.0,0.009950330853168083,0.058268908123975775,0
NTRA Breeders' Cup World Thoroughbred Championships,12648,XB,2005,Simulation,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,0.039220713153281295,0.009950330853168083,0.0,0.0,0.058268908123975775,0
Samurai Warriors 4: Empires,12738,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.058268908123975775,0.0,0.058268908123975775,0
Otogi 2: Immortal Warriors,12986,XB,2003,Action,Sega,0.04,0.01,0.0,0.0,0.05,0.039220713153281295,0.009950330853168083,0.0,0.0,0.04879016416943201,0
Assault Rigs,13480,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04,0.019802627296179712,0.019802627296179712,0.0,0.0,0.039220713153281295,0
Gitaroo Man Lives!,13701,PSP,2006,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,0.0295588022415444,0.0,0.0,0.0,0.039220713153281295,0
PD Ultraman Battle Collection 64,13740,N64,1999,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,0
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,13773,3DS,2014,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,0
12-Sai. Koisuru Diary,14007,3DS,2016,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,0
Cake Mania: Baker's Challenge,14167,PSP,2008,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03,0.0295588022415444,0.0,0.0,0.0,0.0295588022415444,0
Project Gotham Racing 2 (JP weekly sales),14250,XB,2003,Action,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
PopCap Arcade Vol 2,14318,X360,2009,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03,0.0295588022415444,0.0,0.0,0.0,0.0295588022415444,0
Bad Apple Wars,14441,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Harukanaru Toki no Naka de 5: Kazahanaki,14678,PSP,2012,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Auto Modellista,14728,GC,2003,Racing,Capcom,0.02,0.01,0.0,0.0,0.03,0.019802627296179712,0.009950330853168083,0.0,0.0,0.0295588022415444,0
Konohana 2: Todoke Kanai Requiem,14910,PS2,2002,Adventure,Success,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Minna no Chizu 2,15122,PSP,2007,Misc,Zenrin,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
T.A.C. Heroes : Big Red One,15311,DS,2010,Strategy,Storm City Games,0.02,0.0,0.0,0.0,0.02,0.019802627296179712,0.0,0.0,0.0,0.019802627296179712,0
Sengoku Basara: Sanada Yukimura-Den,15510,PS3,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
DuckTales: Remastered,15861,PC,2013,Action,Capcom,0.0,0.01,0.0,0.0,0.02,0.0,0.009950330853168083,0.0,0.0,0.019802627296179712,0
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,15880,PSP,2010,Misc,Paon,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Harukanaru Toki no Naka de 6,15933,PSP,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Best Of Tests,16081,DS,2008,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,0.009950330853168083,0.0,0.0,0.0,0.009950330853168083,0
Hot Wheels: Stunt Track Challenge / World Race,16151,GBA,2006,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01,0.009950330853168083,0.0,0.0,0.0,0.009950330853168083,0
Time Travelers,16537,PSP,2012,Adventure,Level 5,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Super Mario Advance,163,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,1.420695787837223,0.8064758658669485,0.6471032420585385,0.18232155679395462,1.8702625307159986,0
Tony Hawk's Underground 2,669,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,0.8109302162163288,0.6205764877251099,0.009950330853168083,0.23111172096338664,1.2149127443642704,0
Mario Bros.,702,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28,0.412109650826833,0.11332868530700317,0.9669838461896731,0.019802627296179712,1.1878434223960523,1
LEGO Indiana Jones 2: The Adventure Continues,1658,DS,2009,Action,Activision,0.66,0.43,0.0,0.12,1.21,0.5068176023684519,0.3576744442718159,0.0,0.11332868530700317,0.7929925155296614,0
Rocksmith,1825,X360,2011,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12,0.6097655716208943,0.18232155679395462,0.009950330853168083,0.07696104113612832,0.7514160886839212,0
SOCOM: U.S. Navy SEALs Fireteam Bravo,1827,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,0.708035793053696,0.0,0.009950330853168083,0.07696104113612832,0.7514160886839212,0
Apollo Justice: Ace Attorney,1965,DS,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06,0.2776317365982795,0.058268908123975775,0.49469624183610705,0.039220713153281295,0.7227059828014898,0
ATV: Quad Power Racing,1996,PS,2000,Racing,Acclaim Entertainment,0.58,0.39,0.0,0.07,1.04,0.4574248470388754,0.3293037471426004,0.0,0.06765864847381481,0.712949807856125,0
Starsky & Hutch,2270,PS2,2003,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92,0.37156355643248307,0.30010459245033805,0.0,0.11332868530700317,0.6523251860396903,0
Avatar: The Game,2278,PS3,2009,Action,Ubisoft,0.32,0.43,0.0,0.16,0.91,0.2776317365982795,0.3576744442718159,0.0,0.14842000511827327,0.6471032420585385,0
MLB 2005,2299,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,0.36464311358790924,0.30010459245033805,0.0,0.11332868530700317,0.6418538861723948,0
Gex,2378,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87,0.3987761199573678,0.2851789422336624,0.0,0.058268908123975775,0.6259384308664953,0
Ghostbusters: The Video Game,2415,PS3,2009,Action,Sony Computer Entertainment,0.34,0.37,0.0,0.15,0.86,0.29266961396282,0.31481073984003355,0.0,0.13976194237515868,0.6205764877251099,0
Tetris Party Deluxe,2644,DS,2010,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78,0.2546422183735807,0.26236426446749106,0.11332868530700317,0.06765864847381481,0.5766133643039938,0
True Crime: New York City,2723,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,0.4510756193602167,0.019802627296179712,0.06765864847381481,0.08617769624105233,0.5653138090500605,0
X-Men Origins: Wolverine - Uncaged Edition,2753,PS3,2009,Action,Activision,0.31,0.32,0.0,0.13,0.75,0.27002713721306015,0.2776317365982795,0.0,0.12221763272424921,0.5596157879354227,0
Yoshi Topsy-Turvy,3106,GBA,2004,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,0.22314355131420976,0.08617769624105233,0.26236426446749106,0.009950330853168083,0.5007752879124893,0
NHL Hitz 20-02,3569,PS2,2001,Sports,Midway Games,0.28,0.22,0.0,0.07,0.56,0.2468600779315258,0.1988508587451652,0.0,0.06765864847381481,0.44468582126144574,0
NCAA March Madness 06,3762,PS2,2005,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,0.37156355643248307,0.019802627296179712,0.0,0.06765864847381481,0.4252677354043441,0
NBA Live 09,3843,PS3,2008,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,0.3784364357202451,0.0,0.019802627296179712,0.039220713153281295,0.41871033485818504,0
Cars Toon: Mater's Tall Tales,3854,Wii,2010,Misc,Disney Interactive Studios,0.46,0.02,0.0,0.03,0.52,0.3784364357202451,0.019802627296179712,0.0,0.0295588022415444,0.41871033485818504,0
Jampack Winter 2002,3877,PS2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52,0.22314355131420976,0.18232155679395462,0.0,0.06765864847381481,0.41871033485818504,0
Ben 10 Alien Force: Vilgax Attacks,4573,PSP,2009,Action,D3Publisher,0.13,0.19,0.0,0.11,0.42,0.12221763272424921,0.173953307123438,0.0,0.10436001532424277,0.35065687161316933,0
Thief (2014),4802,PS3,2014,Action,Square Enix,0.1,0.2,0.02,0.08,0.4,0.09531017980432487,0.18232155679395462,0.019802627296179712,0.07696104113612832,0.33647223662121295,0
GRID 2,4883,PS3,2013,Racing,Codemasters,0.07,0.23,0.01,0.09,0.39,0.06765864847381481,0.20701416938432615,0.009950330853168083,0.08617769624105233,0.3293037471426004,0
Kirby's Dream Land 3,5202,SNES,1997,Platform,Nintendo,0.0,0.0,0.36,0.0,0.36,0.0,0.0,0.3074846997479606,0.0,0.3074846997479606,0
RPG Tsukuru 2,5818,SNES,1996,Role-Playing,ASCII Entertainment,0.0,0.0,0.31,0.0,0.31,0.0,0.0,0.27002713721306015,0.0,0.27002713721306015,0
Duel Masters: Sempai Legends,6036,GBA,2003,Misc,Atari,0.21,0.08,0.0,0.01,0.29,0.1906203596086497,0.07696104113612832,0.0,0.009950330853168083,0.2546422183735807,0
NBA 2K12,6253,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.28,0.1988508587451652,0.0295588022415444,0.0,0.0295588022415444,0.2468600779315258,0
Tales of Eternia,6352,PSP,2005,Role-Playing,Ubisoft,0.0,0.01,0.25,0.01,0.27,0.0,0.009950330853168083,0.22314355131420976,0.009950330853168083,0.23901690047049992,0
"SpongeBob SquarePants: Lights, Camera, Pants!",6576,XB,2005,Misc,THQ,0.19,0.06,0.0,0.01,0.26,0.173953307123438,0.058268908123975775,0.0,0.009950330853168083,0.23111172096338664,0
Disney's A Christmas Carol,6758,DS,2009,Adventure,Disney Interactive Studios,0.22,0.01,0.0,0.02,0.25,0.1988508587451652,0.009950330853168083,0.0,0.019802627296179712,0.22314355131420976,0
Sorry! / Aggravation / Scrabble Junior,6762,GBA,2005,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25,0.16551443847757338,0.06765864847381481,0.0,0.0,0.22314355131420976,0
The Price is Right 2010 Edition,6859,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24,0.1988508587451652,0.0,0.0,0.019802627296179712,0.2151113796169455,0
de Blob 2,7358,PS3,2011,Platform,THQ,0.11,0.07,0.0,0.03,0.21,0.10436001532424277,0.06765864847381481,0.0,0.0295588022415444,0.1906203596086497,0
Captain America: Super Soldier,7574,PS3,2011,Action,Sega,0.1,0.07,0.0,0.03,0.2,0.09531017980432487,0.06765864847381481,0.0,0.0295588022415444,0.18232155679395462,0
The Legend of Heroes VII: The Trail of Blue,7606,PSP,2011,Role-Playing,Falcom Corporation,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.18232155679395462,0.0,0.18232155679395462,0
Tomb Raider: Underworld,7632,DS,2008,Action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2,0.14842000511827327,0.0295588022415444,0.0,0.019802627296179712,0.18232155679395462,0
Frogger's Adventures 2: The Lost Wand,7855,GBA,2002,Adventure,Konami Digital Entertainment,0.14,0.05,0.0,0.0,0.19,0.1310282624064041,0.04879016416943201,0.0,0.0,0.173953307123438,0
The Suffering: Ties That Bind,8209,PS2,2005,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,0.08617769624105233,0.06765864847381481,0.0,0.019802627296179712,0.15700374880966475,0
Leisure Suit Larry: Box Office Bust,8477,X360,2009,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,0.1310282624064041,0.009950330853168083,0.0,0.009950330853168083,0.14842000511827327,0
Lethal Skies II,8508,PS2,2003,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,0.07696104113612832,0.058268908123975775,0.0,0.019802627296179712,0.14842000511827327,0
Heroes of Mana,8781,DS,2007,Strategy,Square Enix,0.08,0.01,0.05,0.01,0.15,0.07696104113612832,0.009950330853168083,0.04879016416943201,0.009950330853168083,0.13976194237515868,0
The Wizard of Oz: Beyond The Yellow Brick Road,8905,DS,2008,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,0.12221763272424921,0.0,0.0,0.009950330853168083,0.13976194237515868,0
Senran Kagura Burst: Guren no Sh?jo-tachi,9073,3DS,2012,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.1310282624064041,0.0,0.1310282624064041,0
Hitman: Blood Money,9096,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,0.10436001532424277,0.0295588022415444,0.0,0.009950330853168083,0.1310282624064041,0
Farming Simulator 2012,9128,3DS,2012,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14,0.0,0.11332868530700317,0.0,0.019802627296179712,0.1310282624064041,0
The King of Fighters '94 (CD),9198,NG,1993,Fighting,SNK,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.1310282624064041,0.0,0.1310282624064041,0
Wantame Music Channel: Doko Demo Style,9436,DS,2007,Misc,Capcom,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.12221763272424921,0.0,0.12221763272424921,0
Just Dance: Disney Party,9484,Wii,2012,Misc,Ubisoft,0.01,0.1,0.0,0.02,0.13,0.009950330853168083,0.09531017980432487,0.0,0.019802627296179712,0.12221763272424921,0
Need for Speed: ProStreet,9574,DS,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.13,0.10436001532424277,0.009950330853168083,0.0,0.009950330853168083,0.12221763272424921,0
Last Ranker,9644,PSP,2010,Role-Playing,Capcom,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.12221763272424921,0.0,0.12221763272424921,0
Dementium II,9917,DS,2010,Shooter,SouthPeak Games,0.09,0.02,0.0,0.01,0.12,0.08617769624105233,0.019802627296179712,0.0,0.009950330853168083,0.11332868530700317,0
The Spiderwick Chronicles,10166,X360,2008,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,0.08617769624105233,0.009950330853168083,0.0,0.009950330853168083,0.10436001532424277,0
Samurai Warriors Chronicles 2nd,10515,3DS,2012,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.09531017980432487,0.0,0.09531017980432487,0
"Warhammer 40,000: Dawn of War II - Chaos Rising",10694,PC,2010,Strategy,THQ,0.08,0.01,0.0,0.01,0.1,0.07696104113612832,0.009950330853168083,0.0,0.009950330853168083,0.09531017980432487,0
Descent Maximum,10751,PS,1997,Shooter,Interplay Productions,0.05,0.04,0.0,0.01,0.1,0.04879016416943201,0.039220713153281295,0.0,0.009950330853168083,0.09531017980432487,0
Pro Yaky? Spirits 2014,11098,PSP,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.08617769624105233,0.0,0.08617769624105233,0
Koudelka,11269,PS,1999,Role-Playing,Atari,0.05,0.03,0.0,0.01,0.08,0.04879016416943201,0.0295588022415444,0.0,0.009950330853168083,0.07696104113612832,0
X Rebirth,11341,PC,2013,Simulation,Koch Media,0.0,0.08,0.0,0.01,0.08,0.0,0.07696104113612832,0.0,0.009950330853168083,0.07696104113612832,0
"3 in 1: Solitaire, Mahjong & Tangram",11435,DS,2010,Misc,Deep Silver,0.0,0.07,0.0,0.01,0.08,0.0,0.06765864847381481,0.0,0.009950330853168083,0.07696104113612832,0
We Sing Rock!,11607,Wii,2011,Misc,Nordic Games,0.0,0.07,0.0,0.01,0.08,0.0,0.06765864847381481,0.0,0.009950330853168083,0.07696104113612832,0
Genkai Totsuki Moero Chronicle,11703,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.07696104113612832,0.0,0.07696104113612832,0
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,11925,N64,2000,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06765864847381481,0.0,0.06765864847381481,0
Syphon Filter: Logan's Shadow,12647,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,0.0295588022415444,0.019802627296179712,0.0,0.009950330853168083,0.058268908123975775,0
Titan Quest,12718,PC,2006,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,0.009950330853168083,0.039220713153281295,0.0,0.009950330853168083,0.058268908123975775,0
Death Jr. II: Root of Evil,12820,PSP,2006,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,0.04879016416943201,0.0,0.0,0.0,0.058268908123975775,0
Next Generation of Chaos,13240,PS2,2002,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.04879016416943201,0.0,0.04879016416943201,0
Professor Heinz Wolff's Gravity,13387,DS,2008,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05,0.039220713153281295,0.0,0.0,0.0,0.04879016416943201,0
Just Sing! Vol. 2,13504,DS,2011,Misc,PQube,0.0,0.04,0.0,0.01,0.04,0.0,0.039220713153281295,0.0,0.009950330853168083,0.039220713153281295,0
Twin Strike: Operation Thunder,13831,Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,0.039220713153281295,0.0,0.0,0.0,0.039220713153281295,0
Garfield: The Search for Pooky,13971,GBA,2003,Platform,Game Factory,0.03,0.01,0.0,0.0,0.04,0.0295588022415444,0.009950330853168083,0.0,0.0,0.039220713153281295,0
Flow: Urban Dance Uprising,14028,PS2,2005,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04,0.019802627296179712,0.009950330853168083,0.0,0.0,0.039220713153281295,0
Driver: Parallel Lines,14601,Wii,2007,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,0.009950330853168083,0.009950330853168083,0.0,0.0,0.0295588022415444,0
Blaze Union: Story to Reach the Future,14611,PSP,2010,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
X3: Terran Conflict,14712,PC,2008,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03,0.0,0.019802627296179712,0.0,0.009950330853168083,0.0295588022415444,0
Renegade Racers,14818,PS,1999,Racing,Interplay,0.01,0.01,0.0,0.0,0.03,0.009950330853168083,0.009950330853168083,0.0,0.0,0.0295588022415444,0
Rugby World Cup 2015,15156,XOne,2015,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,0.0,0.019802627296179712,0.0,0.0,0.019802627296179712,0
Kannou Mukashi Banashi Portable,15226,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
XGRA: Extreme G Racing Association,15274,GC,2003,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,0.019802627296179712,0.0,0.0,0.0,0.019802627296179712,0
F1 2016 (Codemasters),15303,PC,2016,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,0.0,0.019802627296179712,0.0,0.0,0.019802627296179712,0
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,15557,PSV,2015,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
